Stkcd,Indnme,Nindnme,Nnindnme,enNindnme
603798,工业,石油加工及炼焦业,石油加工、炼焦及核燃料加工业,Petroleum processing and coking industry
603799,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
603800,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603801,工业,家具制造业,家具制造业,Furniture manufacturing industry
603803,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603806,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603808,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
603809,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603810,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603811,工业,医药制造业,医药制造业,Pharmaceutical industry
603813,公用事业,公路运输业,道路运输业,Highway transport industry
603815,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
603816,工业,家具制造业,家具制造业,Furniture manufacturing industry
603817,公用事业,自来水的生产和供应业,水的生产和供应业,The production and supply of tap water
603818,工业,家具制造业,家具制造业,Furniture manufacturing industry
603819,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603822,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603823,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603825,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
603826,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603828,综合,装修装饰业,建筑装饰和其他建筑业,Buildings completing
603829,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603833,工业,家具制造业,家具制造业,Furniture manufacturing industry
603836,公用事业,其他社会服务业,商务服务业,Other social services
603838,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603839,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
603843,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
603848,工业,金属制品业,金属制品业,Metal product industry
603855,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603856,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603858,工业,医药制造业,医药制造业,Pharmaceutical industry
603859,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
603860,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
603861,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603863,工业,造纸及纸制品业,造纸及纸制品业,Paper making and paper products industry
603866,工业,食品制造业,食品制造业,Food manufacturing industry
603867,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603868,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603869,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603871,公用事业,交通运输辅助业,装卸搬运和运输代理业,Traffic and transportation auxiliary industry
603876,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
603877,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
603878,工业,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,Smelting and pressing of ferrous metals
603879,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603880,工业,医药制造业,医药制造业,Pharmaceutical industry
603881,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
603882,公用事业,卫生、保健、护理服务业,卫生,"Health, health care, nursing services"
603883,商业,零售业,零售业,Retail industry
603885,公用事业,航空运输业,航空运输业,Air transport industry
603886,工业,食品制造业,食品制造业,Food manufacturing industry
603887,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603888,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
603889,工业,纺织业,纺织业,Textile industry
603890,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603893,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603895,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603896,工业,医药制造业,医药制造业,Pharmaceutical industry
603897,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603898,工业,家具制造业,家具制造业,Furniture manufacturing industry
603899,工业,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,"Culture, education and sporting goods manufacturing industry"
603900,商业,零售业,零售业,Retail industry
603901,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603903,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
603906,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603908,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
603909,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
